Original Text,BERT Input,BERT Label,Segment Label,Is Next
"Researchers seek to untangle the e-mail thread E-mail is a victim of its own success. That's the conclusion of IBM Corp. researchers in Cambridge, who have spent nearly a decade conducting field tests at IBM and other companies about how employees work and use electronic mail. It's clear to them that e-mail has become the Internet's killer application.","[1, 908, 11, 3, 7, 78, 43, 1685, 397, 9, 1801, 7480, 3, 1415, 24, 210, 3, 162, 214, 72, 359, 3, 379, 12, 386, 1351, 3, 5, 2, 29, 20, 13, 1092, 8, 249, 21, 705, 32, 604, 6, 122, 20, 13, 3890, 1363, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 5988, 0, 0, 0, 0, 0, 0, 0, 0, 580, 0, 0, 0, 66088, 0, 0, 0, 0, 1034, 0, 0, 0, 0, 89363, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0",1
"Researchers seek to untangle the e-mail thread E-mail is a victim of its own success. That's the conclusion of IBM Corp. researchers in Cambridge, who have spent nearly a decade conducting field tests at IBM and other companies about how employees work and use electronic mail. It's clear to them that e-mail has become the Internet's killer application.","[1, 3, 3, 8, 23978, 3, 705, 16242, 705, 3, 9, 3644, 10, 3, 600, 1346, 5, 2, 21, 3, 13, 6, 6534, 10, 210, 91, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 908, 1208, 0, 0, 6, 0, 0, 0, 25, 9, 0, 0, 26, 0, 0, 0, 0, 0, 2738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0",1
"Microsoft Corp. 2.0: a kinder corporate culture Even a genius can mess up. Bill Gates was a brilliant technologist when he cofounded Microsoft , but as he guided it to greatness in both size and historical consequence, he blundered. He terrorized underlings with his temper and parceled out praise like Scrooge gave to charity. Only the lash inspired the necessary aggressiveness to beat the competition, he thought.","[1, 3, 91, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 489, 1820, 39, 9, 7246, 25670, 94, 3, 66446, 80, 7, 50, 23, 53, 8980, 29, 8, 14962, 3, 495, 2489, 12, 10912, 18494, 7, 53, 3, 5, 2]","[0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 44426, 0, 0]","1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"Microsoft Corp. 2.0: a kinder corporate culture Even a genius can mess up. Bill Gates was a brilliant technologist when he cofounded Microsoft , but as he guided it to greatness in both size and historical consequence, he blundered. He terrorized underlings with his temper and parceled out praise like Scrooge gave to charity. Only the lash inspired the necessary aggressiveness to beat the competition, he thought.","[1, 3, 27948, 53767, 22, 36, 3, 3, 84414, 62, 4813, 325, 34636, 852, 8, 5511, 3, 2, 293, 6, 13701, 5853, 6, 3, 3, 8, 378, 6, 813, 7, 53, 3, 5, 2, 0, 0]","[0, 53, 0, 0, 0, 0, 87565, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 4414, 60623, 0, 0, 0, 0, 0, 0, 1399, 5, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0",1
"Letters Target the abusers of legal weapons We can all share the outrage, expressed by columnist Steve Bailey (''Summer Sizzler, quot; Aug. 11), at the killings in the city's poor neighborhoods. But there's no need to share his ignorance. He argues for renewal of the so-called assault weapon ban, claiming that otherwise, ''UZIs and AK-47s could again be flooding the streets. quot; His ...","[1, 50, 228, 20, 13, 83, 816, 3, 417, 36, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 3, 15, 11937, 10, 6, 4588, 1488, 5620, 858, 7, 2442, 21, 6621, 7, 20, 20, 41534, 12, 36239, 3, 331, 41, 4916, 3, 2531, 5, 2]","[0, 0, 0, 0, 13, 0, 0, 8, 0, 0, 31120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51108, 0, 0, 0, 0, 0, 1488, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 97, 0, 0, 0, 81050, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"Letters Target the abusers of legal weapons We can all share the outrage, expressed by columnist Steve Bailey (''Summer Sizzler, quot; Aug. 11), at the killings in the city's poor neighborhoods. But there's no need to share his ignorance. He argues for renewal of the so-called assault weapon ban, claiming that otherwise, ''UZIs and AK-47s could again be flooding the streets. quot; His ...","[1, 7505, 783, 6, 60195, 10, 3, 859, 507, 127, 134, 417, 6, 9156, 7, 2603, 28, 6532, 1164, 3, 17, 3, 20, 3, 90319, 7, 48, 1162, 5, 2, 485, 3, 7, 24, 3, 5605, 11, 6, 155, 20, 13, 1374, 12449, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 794, 0, 0, 0, 0, 417, 0, 9156, 0, 0, 0, 0, 0, 68304, 0, 20, 20, 1206, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 6, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1
"Somewhere between gleam and gloom President Bush has been saying that the US economy has ''turned the corner. quot; Democratic presidential candidate Senator John F. Kerry, in the wake of this month's poor jobs report, quipped that it was more like a U-turn.","[1, 48, 1062, 402, 1444, 3, 287, 2340, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 432, 7, 11, 6, 3, 10, 56, 226, 20, 13, 1374, 334, 151, 7, 40146, 21, 29, 39, 51, 325, 9, 15218, 5, 2]","[0, 0, 0, 0, 0, 4049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1894, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"Grant to aid Lynn Central Square Central Square in Lynn should be looking a bit brighter. New sidewalks, curbs, fences, lights, landscaping, and road improvements are planned for the Gateway Artisan Block, a key area of the square, with \$830,000 in state grant money given to Lynn last week.","[1, 4286, 3, 662, 9141, 567, 2838, 567, 3, 11, 9141, 398, 41, 825, 9, 2554, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 16754, 7, 7646, 3, 15943, 7, 4856, 7, 33545, 7, 12, 1089, 5640, 46, 991, 15, 6, 3143, 3, 1601, 7, 9, 3, 988, 10, 3, 2838, 7, 22, 36053, 7, 166, 11, 133, 4286, 752, 1073, 8, 3, 73, 89, 5, 2]","[0, 4286, 92456, 0, 0, 567, 0, 0, 2838, 11, 0, 0, 0, 0, 0, 0, 53873, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1089, 0, 0, 991, 0, 0, 0, 7071, 0, 0, 0, 372, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50471, 0, 89, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"State grant to aid Lynn; Bank gives Salem \$10k Central Square in Lynn should be looking a bit brighter. New sidewalks, curbs, fences, lights, landscaping, and road improvements are planned for the Gateway Artisan Block, a key area of the square, with \$830,000 in state grant money given to Lynn last week.","[1, 133, 4286, 8, 662, 9141, 196, 1141, 15145, 3, 567, 2838, 3, 9141, 398, 41, 825, 9, 2554, 9812, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 16754, 7, 7646, 7, 15943, 7, 4856, 3, 33545, 3, 12, 1089, 3, 46, 991, 15, 6, 3, 9653, 1601, 7, 9, 372, 988, 10, 3, 2838, 7, 22, 36053, 7, 3, 11, 133, 4286, 752, 1073, 8, 9141, 73, 89, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 57734, 0, 0, 11, 0, 0, 0, 0, 0, 0, 9812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48816, 0, 7, 0, 0, 5640, 0, 0, 0, 0, 3143, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"A New Legal Chapter for a 90's Flameout A lawsuit against Gary Winnick, the former chief of Global Crossing, refocuses attention on what Mr. Winnick knew about his company's finances as it imploded.","[1, 16860, 2867, 72, 36, 58, 20, 13, 6731, 23, 29, 33292, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 794, 3348, 3, 9, 3404, 3, 13, 71691, 9, 1000, 67, 2424, 16860, 7, 6, 145, 173, 10, 322, 4803, 7, 23678, 3, 14, 3, 2395, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 3404, 20, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 322, 0, 0, 0, 34229, 0, 187, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"Will Russia, the Oil Superpower, Flex Its Muscles? Russia is again emerging as a superpower - but the reason has less to do with nuclear weapons than with oil.","[1, 37, 323, 7, 6, 64, 19040, 7, 8848, 26, 9425, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323, 25, 331, 2995, 23, 9, 3, 19, 50, 6, 2254, 32, 717, 8, 431, 22, 280, 859, 76, 3, 64, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 19040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"Switching Titles, if Not Gears, at Dell Kevin B. Rollins, the new chief executive of Dell, talks about Dell's transitory slip in customer service, and why he sees a broader technology recovery taking place.","[1, 3, 7, 6, 27, 173, 327, 10, 839, 3, 177, 3, 3, 20, 13, 53512, 2697, 11, 2023, 3, 7, 12, 1171, 53, 876, 9, 3, 176, 1526, 612, 585, 5, 2, 3, 3185, 7, 161, 66, 9119, 7, 24, 839, 2232, 2105, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 11944, 0, 0, 0, 0, 0, 0, 0, 7, 0, 72, 839, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 5548, 0, 0, 0, 0, 5, 0, 7067, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0
"For Sale: The Ultimate Status Symbol With the country in need of cash and rich people dying to show off their wealth, Mr. Stein proposes a unique solution: having the government sell titles of nobility.","[1, 15, 3, 6, 6029, 3, 5307, 22, 6, 186, 3, 3, 10, 715, 12, 2726, 106, 7177, 8, 520, 115, 44, 5925, 7, 2395, 5, 2, 22401, 7056, 9, 4726, 2283, 1231, 6, 102, 3, 3185, 10, 82420, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 62949, 0, 0, 53100, 0, 0, 0, 0, 11, 816, 0, 715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0",1
Delightful Dell The company's results show that it's not grim all over tech world. Just all of it that isn't Dell.,"[1, 179, 134, 10, 29, 3, 1577, 3, 3, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 29078, 839, 6, 58, 20, 13, 524, 520, 21, 29, 20, 13, 66, 6605, 134, 3, 3, 3, 5, 2]","[0, 0, 0, 0, 0, 21, 0, 20, 87, 55683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82702, 687, 54, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
What's Cool In the Pool ... ... And Hot On the Deck Americans are spending more on tricking out the places where they swim. Here's a look at the new wave of accessories,"[1, 187, 3, 3, 2381, 11, 6, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1615, 14, 6, 10863, 771, 46, 818, 51, 14, 28025, 62, 6, 3586, 395, 71, 3, 5, 2]","[0, 0, 65176, 13, 0, 0, 0, 3656, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10412, 0, 0]","1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
The Age of Doom In 1993 six geeks had a digital nightmare that changed the culture. It's about to get far creepier,"[1, 29, 3, 13, 72, 8, 230, 835, 45452, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2093, 10, 3, 11, 10442, 367, 13317, 90, 9, 446, 5082, 21, 2058, 6, 4773, 3, 2]","[0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7893, 11, 0, 367, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
Hip Hop's Online Shop Celebrity fashion is booming. These webpreneurs are bringing it to main street,"[1, 5800, 24897, 20, 13, 3, 4187, 3, 3794, 25, 5096, 3, 2, 1266, 3, 3, 2084, 29, 8, 915, 377, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 185, 0, 8173, 0, 0, 0, 5, 0, 0, 97139, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0",1
Coming to The Rescue Got a unique problem? Not to worry: you can find a financial planner for every specialized need,"[1, 865, 8, 6, 3, 726, 9, 4726, 1433, 84, 2, 0, 0, 0, 66, 8, 3381, 168, 127, 749, 9, 420, 18877, 15, 1025, 13455, 816, 2]","[0, 0, 0, 0, 2236, 0, 0, 4726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1025, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"The New Customers Are In Town Today's customers are increasingly demanding, in Asia as elsewhere in the world.  Henry Astorga describes the complex reality faced by today's marketers, which includes much higher expectations than we have been used to.  Today's customers want performance, and they want it now! ","[1, 3060, 62392, 8070, 3, 3513, 3176, 2723, 28, 3, 3, 13, 3, 3, 109, 2125, 3, 283, 999, 76, 507, 43, 85, 459, 8, 5, 2, 104, 20, 13, 521, 918, 850, 3, 12, 71, 918, 29, 188, 750, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 6, 3513, 0, 0, 0, 104, 20, 0, 13715, 83872, 0, 0, 394, 0, 999, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0",0
"Oldsmobile: The final parking lot Why General Motors dropped the Oldsmobile. The four brand  paradoxes GM had to face - the name, the product, image re-positioning, and the consumer - all added up to a brand that had little hope of rebranding.","[1, 39648, 6, 215, 9588, 3, 1171, 333, 1862, 1353, 6, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 165, 3, 50473, 1881, 90, 8, 3, 3, 6, 975, 7, 6, 782, 7, 1588, 87010, 7, 12, 6, 478, 19, 134, 1137, 3, 3, 9, 3, 21, 3, 548, 928, 10, 22229, 5, 2]","[0, 0, 0, 0, 0, 18260, 0, 0, 0, 0, 0, 39648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2575, 0, 0, 0, 0, 448, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 8, 0, 75639, 0, 90, 0, 0, 0, 22229, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"The Real Time Modern Manila Blues: Bill Monroe Meets Muddy Waters in the Orient Globalization does strange things to people. A day in the life of a Manila Philippines based business consultant - proving that you really CAN talk about Muddy Walters, bluegrass and work all on the same page...","[1, 3, 595, 103, 3744, 3, 5508, 489, 16633, 2754, 16638, 3750, 11, 3, 34098, 17877, 3, 5663, 1529, 8, 106, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 136, 11, 3, 477, 10, 9, 5950, 1961, 1169, 139, 3, 19, 7374, 21, 168, 1855, 127, 1276, 72, 16638, 20094, 7, 64018, 12, 3, 134, 14, 6, 3, 3157, 5, 2]","[0, 14260, 0, 0, 0, 5950, 0, 0, 0, 0, 0, 0, 0, 81862, 0, 0, 63488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 10, 0, 0, 1961, 0, 0, 9378, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 0, 738, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"Best Asian Tourism Destinations The new APMF survey of the best Asian tourism destinations has just kicked off, but it's crowded at the top, with Chiang Mai in Thailand just leading from perennial favourites Hong Kong, Bangkok and Phuket in Thailand, and Bali in  Indonesia. Be one of the first to vote and let us know your reasons.","[1, 505, 955, 3, 13599, 6, 27, 43829, 911, 3, 3, 505, 955, 4725, 13599, 32, 179, 4043, 115, 7, 3, 3, 20, 13, 3681, 24, 6, 135, 7, 22, 36931, 49084, 11, 1459, 179, 476, 33, 12464, 9997, 1357, 3, 7, 3, 3, 30205, 3, 3, 7, 12, 4542, 11, 1166, 5, 2, 41, 65, 10, 6, 49, 8, 500, 3, 1042, 40, 1218, 383, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 59564, 0, 0, 0, 0, 0, 8533, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 71898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 1364, 0, 7137, 78552, 0, 11, 42925, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 70864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0
"What are the best cities for business in Asia? One of our new categories in the APMF Sense of Place survey is for best Asian business city. After a couple of days, Singapore leads the pack, followed by Bangkok, Thailand and Hong Kong. Enter your vote and comments and make your views count. More new categories include best city for livability, and best tourism destinations.","[1, 65, 10, 3, 27, 3, 11, 6, 43829, 3376, 10, 585, 911, 25, 15, 505, 955, 139, 3, 5, 2, 38, 9, 3109, 10, 298, 3, 1015, 1236, 6, 1935, 7, 3290, 28, 3, 7, 1459, 12, 3, 1364, 5, 2]","[0, 0, 0, 39730, 0, 17736, 11, 0, 43829, 0, 0, 0, 0, 0, 0, 505, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 60060, 0, 0, 0, 0, 0, 0, 0, 41043, 0, 0, 0, 1357, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"What are the best cities for business in Asia? One of our new categories in the APMF Sense of Place survey is for best Asian business city. After a couple of days, Singapore leads the pack, followed by Bangkok, Thailand and Hong Kong. Enter your vote and comments and make your views count. More new categories include best city for livability, and best tourism destinations.","[1, 3, 46, 6, 505, 2025, 15, 139, 11, 1005, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 65, 10, 3, 27, 3, 11, 6, 43829, 3376, 10, 585, 911, 25, 15, 505, 955, 139, 3, 5, 2]","[0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39730, 0, 17736, 11, 0, 43829, 0, 0, 0, 0, 0, 0, 505, 0, 0, 155, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"What are the best cities for business in Asia? One of our new categories in the APMF Sense of Place survey is for best Asian business city. After a couple of days, Singapore leads the pack, followed by Bangkok, Thailand and Hong Kong. Enter your vote and comments and make your views count. More new categories include best city for livability, and best tourism destinations.","[1, 1965, 383, 500, 12, 2156, 12, 203, 383, 3538, 3016, 5, 2, 0, 0, 51, 3, 11788, 2110, 505, 155, 15, 78842, 7, 12, 505, 3, 3, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86995, 13599, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
